Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene	Percent	Dataset Size (#)	Dataset	hex_color	color
Kp_2	K. pneumoniae	21	5400000	113400000	1159	1155	4	0	4	675	672	3	453	450	3	37	36	1	177.95238095238096	77.5	727	3	7.5	21	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	21	5400000	113400000	1011	1007	3	1	4	615	612	3	365	362	3	34	33	1	209.24285714285713	58	697	1	7.5	21	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	21	5400000	113400000	1005	1002	3	0	3	623	620	3	355	353	2	31	30	1	167.15714285714284	55	681	1	7.5	21	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	21	5400000	113400000	1025	1023	2	0	2	613	611	2	385	384	1	32	31	1	199.01904761904763	59.5	708	1	7.5	21	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	21	5400000	113400000	995	992	3	0	3	600	599	1	365	362	3	32	32	0	203.5047619047619	61.5	664	0	7.5	21	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	21	5400000	113400000	1130	1128	2	0	2	667	666	1	441	439	2	28	28	0	290.65714285714284	88.5	727	2	7.5	21	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	21	5400000	113400000	999	997	2	0	2	582	580	2	384	383	1	38	37	1	133.1095238095238	92	665	4	7.5	21	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	21	5400000	113400000	1754	1752	2	0	2	1143	1141	2	571	570	1	38	37	1	284.9	91.5	1392	1	7.5	21	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	21	5400000	113400000	1049	1046	3	0	3	640	637	3	376	374	2	37	36	1	221.44761904761904	70.5	700	1	7.5	21	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	21	5400000	113400000	1724	1721	3	0	3	1133	1130	3	542	540	2	46	45	1	270.45714285714286	52	1380	1	7.5	21	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	29	5400000	156600000	1215	1211	4	0	4	695	692	3	484	481	3	42	41	1	142.57881773399015	60	727	4	10	29	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	29	5400000	156600000	1165	1160	4	1	5	665	662	3	456	452	4	47	46	1	231.87192118226602	58	701	2	10	29	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	29	5400000	156600000	1089	1086	3	0	3	648	645	3	405	403	2	40	39	1	141.5	51.5	681	2	10	29	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	29	5400000	156600000	1109	1106	3	0	3	642	640	2	437	435	2	36	35	1	226.27586206896552	63.5	708	2	10	29	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	29	5400000	156600000	1075	1072	3	0	3	619	618	1	419	416	3	40	40	0	169.89901477832512	59	665	2	10	29	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	29	5400000	156600000	2449	2413	36	0	36	1742	1708	34	677	672	5	37	37	0	352.7413793103448	89.5	1630	4	10	29	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	29	5400000	156600000	1196	1193	3	0	3	666	663	3	485	483	2	48	47	1	148.64039408866995	83	665	4	10	29	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	29	5400000	156600000	1845	1841	4	0	4	1161	1158	3	637	634	3	45	44	1	228.93103448275863	69.5	1392	1	10	29	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	29	5400000	156600000	1113	1110	3	0	3	657	654	3	418	416	2	42	41	1	185.64285714285714	69	700	1	10	29	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	29	5400000	156600000	1870	1867	3	0	3	1182	1179	3	634	632	2	53	52	1	218.69950738916256	57	1406	3	10	29	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	36	5400000	194400000	1302	1298	4	0	4	727	724	3	534	531	3	47	46	1	165.24285714285713	85.5	727	4	12.5	36	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	36	5400000	194400000	1227	1222	4	1	5	686	683	3	496	492	4	48	47	1	247.6079365079365	63.5	701	2	12.5	36	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	36	5400000	194400000	2371	2343	28	0	28	1706	1679	27	625	621	4	46	45	1	233.2746031746032	60	1568	4	12.5	36	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	36	5400000	194400000	1189	1185	4	0	4	674	671	3	479	476	3	42	41	1	219.37142857142857	59	708	2	12.5	36	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	36	5400000	194400000	1207	1204	3	0	3	672	671	1	489	486	3	50	50	0	226.33015873015873	74	704	3	12.5	36	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	36	5400000	194400000	2617	2579	38	0	38	1791	1755	36	782	776	6	51	50	1	308.24285714285713	87	1630	5	12.5	36	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	36	5400000	194400000	1300	1296	4	0	4	701	698	3	549	546	3	54	53	1	164.47301587301587	81	719	4	12.5	36	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	36	5400000	194400000	1925	1921	4	0	4	1194	1191	3	680	677	3	48	47	1	247.63650793650794	69.5	1392	2	12.5	36	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	36	5400000	194400000	1161	1158	3	0	3	671	668	3	448	446	2	47	46	1	161.4857142857143	62	700	1	12.5	36	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	36	5400000	194400000	1941	1938	3	0	3	1197	1194	3	686	684	2	58	57	1	193.36984126984126	58	1406	4	12.5	36	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	72	5400000	388800000	1604	1600	4	0	4	804	801	3	733	730	3	73	72	1	168.3689358372457	67	737	4	25	72	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	72	5400000	388800000	1546	1540	5	1	6	783	779	4	698	693	5	69	68	1	225.0226917057903	63	710	3	25	72	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	72	5400000	388800000	3431	3401	30	0	30	2333	2305	28	1028	1022	6	70	69	1	273.7292644757433	103	2112	4	25	72	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	72	5400000	388800000	2747	2709	38	0	38	1806	1770	36	883	877	6	63	62	1	231.49960876369326	74	1615	5	25	72	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	72	5400000	388800000	2797	2756	41	0	41	1830	1794	36	898	889	9	72	71	1	232.60876369327073	72	1600	5	25	72	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	72	5400000	388800000	2938	2900	38	0	38	1883	1847	36	995	989	6	68	67	1	202.13810641627543	59	1630	6	25	72	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	72	5400000	388800000	1658	1654	4	0	4	819	816	3	771	768	3	74	73	1	167.67214397496087	66.5	719	4	25	72	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	72	5400000	388800000	2309	2304	5	0	5	1304	1301	3	930	926	4	73	72	1	199.0015649452269	61	1398	4	25	72	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	72	5400000	388800000	1450	1444	6	0	6	767	763	4	622	617	5	67	66	1	199.5011737089202	76	704	2	25	72	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	72	5400000	388800000	2244	2241	3	0	3	1305	1302	3	870	868	2	69	68	1	220.32668231611893	61	1406	4	25	72	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	143	5400000	772200000	2056	2050	6	0	6	935	932	3	1026	1021	5	100	99	1	181.41367083620605	66	737	4	50	143	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	143	5400000	772200000	3920	3878	41	1	42	2485	2448	37	1332	1322	10	101	100	1	236.30227518959913	66	2125	6	50	143	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	143	5400000	772200000	3991	3960	30	1	31	2484	2456	28	1402	1395	7	105	104	1	213.99468137496308	64	2112	8	50	143	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	143	5400000	772200000	3103	3065	38	0	38	1898	1862	36	1116	1110	6	94	93	1	214.4277553432483	65	1615	5	50	143	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	143	5400000	772200000	3951	3909	42	0	42	2499	2463	36	1350	1340	10	100	99	1	252.54476509406086	88	2125	5	50	143	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	143	5400000	772200000	3337	3297	40	0	40	1995	1959	36	1252	1244	8	96	95	1	203.51590662858268	66	1630	7	50	143	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	143	5400000	772200000	4028	3990	38	0	38	2517	2481	36	1407	1401	6	104	103	1	221.42864178075445	63	2125	8	50	143	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	143	5400000	772200000	2881	2875	5	1	6	1492	1489	3	1282	1277	5	107	106	1	181.0443218753078	65	1406	6	50	143	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	143	5400000	772200000	2657	2648	9	0	9	1434	1430	4	1124	1116	8	96	95	1	182.29262287008765	66	1380	3	50	143	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	143	5400000	772200000	3859	3825	34	0	34	2471	2442	29	1294	1284	10	95	94	1	233.07505170885452	67	2112	6	50	143	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	214	5400000	1155600000	3628	3585	42	1	43	2075	2038	37	1438	1427	11	121	120	1	201.65503926988723	67	1630	6	75	214	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	214	5400000	1155600000	4281	4239	41	1	42	2585	2548	37	1569	1559	10	125	124	1	224.07889079022422	64	2125	6	75	214	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	214	5400000	1155600000	4347	4306	40	1	41	2597	2561	36	1626	1617	9	124	123	1	191.49826685972533	62	2125	8	75	214	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	214	5400000	1155600000	3555	3515	40	0	40	2037	2000	37	1405	1397	8	120	119	1	188.92760300118468	66	1630	8	75	214	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	214	5400000	1155600000	4308	4265	43	0	43	2594	2557	37	1596	1585	11	118	117	1	224.78649466894828	72	2125	7	75	214	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	214	5400000	1155600000	3611	3569	41	1	42	2069	2032	37	1432	1422	10	116	115	1	206.57790355842218	68	1630	7	75	214	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	214	5400000	1155600000	4318	4277	41	0	41	2590	2553	37	1610	1601	9	118	117	1	191.83743582993287	63	2125	8	75	214	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	214	5400000	1155600000	3149	3143	5	1	6	1569	1566	3	1454	1449	5	125	124	1	193.46790399719188	68	1406	6	75	214	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	214	5400000	1155600000	4249	4206	43	0	43	2571	2534	37	1551	1540	11	125	124	1	209.03703216181827	66	2125	5	75	214	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	214	5400000	1155600000	4169	4134	34	1	35	2560	2531	29	1495	1484	11	115	114	1	209.57334035364838	71	2112	7	75	214	K. pneumoniae #2	#e6beff	lavendar
Sa_1	S. aureus	2	2800000	5600000	13890	13890	0	0	0	9712	9712	0	3879	3879	0	56	56	0	13890	13890	13890	15	1	2	S. aureus #1	#e6194B	red
Sa_1	S. aureus	2	2800000	5600000	138	138	0	0	0	41	41	0	91	91	0	6	6	0	138	138	138	0	1	2	S. aureus #1	#e6194B	red
Sa_1	S. aureus	2	2800000	5600000	103	103	0	0	0	31	31	0	63	63	0	6	6	0	103	103	103	0	1	2	S. aureus #1	#e6194B	red
Sa_1	S. aureus	2	2800000	5600000	90	90	0	0	0	20	20	0	61	61	0	4	4	0	90	90	90	1	1	2	S. aureus #1	#e6194B	red
Sa_1	S. aureus	2	2800000	5600000	311	311	0	0	0	126	126	0	175	175	0	3	3	0	311	311	311	1	1	2	S. aureus #1	#e6194B	red
Sa_1	S. aureus	2	2800000	5600000	12967	12967	0	0	0	8890	8890	0	3776	3776	0	45	45	0	12967	12967	12967	25	1	2	S. aureus #1	#e6194B	red
Sa_1	S. aureus	2	2800000	5600000	487	487	0	0	0	161	161	0	305	305	0	5	5	0	487	487	487	2	1	2	S. aureus #1	#e6194B	red
Sa_1	S. aureus	2	2800000	5600000	95	95	0	0	0	25	25	0	57	57	0	2	2	0	95	95	95	0	1	2	S. aureus #1	#e6194B	red
Sa_1	S. aureus	2	2800000	5600000	13036	13036	0	0	0	8908	8908	0	3822	3822	0	46	46	0	13036	13036	13036	23	1	2	S. aureus #1	#e6194B	red
Sa_1	S. aureus	2	2800000	5600000	13133	13133	0	0	0	8974	8974	0	3805	3805	0	50	50	0	13133	13133	13133	31	1	2	S. aureus #1	#e6194B	red
Sa_1	S. aureus	4	2800000	11200000	14917	14915	2	0	2	10199	10198	1	4352	4351	1	76	76	0	7293	7194	14390	26	2.5	4	S. aureus #1	#e6194B	red
Sa_1	S. aureus	4	2800000	11200000	229	229	0	0	0	69	69	0	149	149	0	9	9	0	114.5	114.5	138	0	2.5	4	S. aureus #1	#e6194B	red
Sa_1	S. aureus	4	2800000	11200000	242	242	0	0	0	92	92	0	138	138	0	7	7	0	121.33333333333333	122.5	141	0	2.5	4	S. aureus #1	#e6194B	red
Sa_1	S. aureus	4	2800000	11200000	712	712	0	0	0	280	280	0	396	396	0	11	11	0	363.6666666666667	373.5	674	3	2.5	4	S. aureus #1	#e6194B	red
Sa_1	S. aureus	4	2800000	11200000	13815	13815	0	0	0	9593	9593	0	3918	3918	0	54	54	0	6903.333333333333	6922	13574	16	2.5	4	S. aureus #1	#e6194B	red
Sa_1	S. aureus	4	2800000	11200000	15557	15545	12	0	12	10487	10479	8	4609	4605	4	61	61	0	9434.833333333334	12997.5	13127	27	2.5	4	S. aureus #1	#e6194B	red
Sa_1	S. aureus	4	2800000	11200000	14401	14400	1	0	1	9865	9864	1	4215	4215	0	73	73	0	7209	7253	14091	23	2.5	4	S. aureus #1	#e6194B	red
Sa_1	S. aureus	4	2800000	11200000	14544	14542	2	0	2	9984	9983	1	4199	4197	2	78	78	0	7269.333333333333	7268.5	14449	23	2.5	4	S. aureus #1	#e6194B	red
Sa_1	S. aureus	4	2800000	11200000	13213	13213	0	0	0	8955	8955	0	3943	3943	0	51	51	0	6602	6601	13066	23	2.5	4	S. aureus #1	#e6194B	red
Sa_1	S. aureus	4	2800000	11200000	13263	13261	2	0	2	9014	9013	1	3887	3885	2	54	54	0	6626.333333333333	6623.5	13158	31	2.5	4	S. aureus #1	#e6194B	red
Sa_1	S. aureus	8	2800000	22400000	15277	15273	4	0	4	10315	10312	3	4579	4577	2	86	86	0	7728.571428571428	13796	14406	27	5	8	S. aureus #1	#e6194B	red
Sa_1	S. aureus	8	2800000	22400000	14837	14835	2	0	2	10103	10101	2	4385	4385	0	78	78	0	3710.3928571428573	124.5	14517	24	5	8	S. aureus #1	#e6194B	red
Sa_1	S. aureus	8	2800000	22400000	771	771	0	0	0	258	258	0	479	479	0	15	15	0	265.57142857142856	133	496	2	5	8	S. aureus #1	#e6194B	red
Sa_1	S. aureus	8	2800000	22400000	15743	15732	11	0	11	10560	10554	6	4794	4788	6	88	88	0	6257.857142857143	973.5	14395	32	5	8	S. aureus #1	#e6194B	red
Sa_1	S. aureus	8	2800000	22400000	20653	20586	67	0	67	14115	14058	57	5991	5978	13	86	85	1	6258.642857142857	315.5	13578	38	5	8	S. aureus #1	#e6194B	red
Sa_1	S. aureus	8	2800000	22400000	22066	21995	71	0	71	14934	14881	53	6555	6534	21	101	100	1	8225.785714285714	13022	13660	33	5	8	S. aureus #1	#e6194B	red
Sa_1	S. aureus	8	2800000	22400000	14606	14605	1	0	1	9922	9921	1	4349	4349	0	81	81	0	3679.25	126.5	14091	23	5	8	S. aureus #1	#e6194B	red
Sa_1	S. aureus	8	2800000	22400000	15371	15364	7	0	7	10307	10303	4	4662	4657	5	91	91	0	8292.357142857143	14143.5	14449	26	5	8	S. aureus #1	#e6194B	red
Sa_1	S. aureus	8	2800000	22400000	13971	13968	3	0	3	9251	9250	1	4372	4370	2	66	66	0	3533.535714285714	504.5	13066	26	5	8	S. aureus #1	#e6194B	red
Sa_1	S. aureus	8	2800000	22400000	20945	20874	71	0	71	14220	14163	57	6169	6153	16	105	104	1	6416.178571428572	112	14328	39	5	8	S. aureus #1	#e6194B	red
Sa_1	S. aureus	11	2800000	30800000	15422	15417	5	0	5	10357	10353	4	4679	4676	3	90	90	0	6313.672727272728	494	14406	28	7.5	11	S. aureus #1	#e6194B	red
Sa_1	S. aureus	11	2800000	30800000	15194	15187	7	0	7	10262	10257	5	4570	4568	2	85	84	1	4663.690909090909	126	14517	26	7.5	11	S. aureus #1	#e6194B	red
Sa_1	S. aureus	11	2800000	30800000	15059	15057	2	0	2	10154	10152	2	4530	4529	1	85	85	0	2810.490909090909	140	14406	26	7.5	11	S. aureus #1	#e6194B	red
Sa_1	S. aureus	11	2800000	30800000	15861	15850	11	0	11	10613	10607	6	4852	4846	6	88	88	0	7325.418181818181	13440	14395	32	7.5	11	S. aureus #1	#e6194B	red
Sa_1	S. aureus	11	2800000	30800000	25636	25505	131	0	131	17303	17199	104	7659	7627	32	114	113	1	6559.545454545455	320	13661	48	7.5	11	S. aureus #1	#e6194B	red
Sa_1	S. aureus	11	2800000	30800000	22492	22416	76	0	76	15140	15085	55	6753	6729	24	110	109	1	6460.127272727273	689	13660	34	7.5	11	S. aureus #1	#e6194B	red
Sa_1	S. aureus	11	2800000	30800000	15290	15287	3	0	3	10227	10225	2	4666	4665	1	91	91	0	4793.963636363636	127	14434	27	7.5	11	S. aureus #1	#e6194B	red
Sa_1	S. aureus	11	2800000	30800000	15770	15762	8	0	8	10466	10462	4	4890	4884	6	98	98	0	7924.054545454545	14142	14449	26	7.5	11	S. aureus #1	#e6194B	red
Sa_1	S. aureus	11	2800000	30800000	14115	14112	3	0	3	9285	9284	1	4475	4473	2	67	67	0	2612.690909090909	170	13066	26	7.5	11	S. aureus #1	#e6194B	red
Sa_1	S. aureus	11	2800000	30800000	21777	21700	77	0	77	14604	14544	60	6585	6567	18	116	115	1	6687.4	694	14328	41	7.5	11	S. aureus #1	#e6194B	red
Sa_1	S. aureus	15	2800000	42000000	15702	15697	5	0	5	10439	10435	4	4855	4852	3	99	99	0	6068.942857142857	494	14425	28	10	15	S. aureus #1	#e6194B	red
Sa_1	S. aureus	15	2800000	42000000	15779	15771	8	0	8	10459	10453	6	4936	4934	2	95	94	1	4981.8190476190475	495	14522	27	10	15	S. aureus #1	#e6194B	red
Sa_1	S. aureus	15	2800000	42000000	21870	21797	73	0	73	14593	14533	60	6670	6654	16	123	122	1	5122.295238095238	477	14406	39	10	15	S. aureus #1	#e6194B	red
Sa_1	S. aureus	15	2800000	42000000	16233	16221	12	0	12	10732	10725	7	5088	5082	6	97	97	0	6900.752380952381	978	14395	33	10	15	S. aureus #1	#e6194B	red
Sa_1	S. aureus	15	2800000	42000000	25789	25657	132	0	132	17352	17247	105	7758	7725	33	118	117	1	4988.961904761904	137	13661	48	10	15	S. aureus #1	#e6194B	red
Sa_1	S. aureus	15	2800000	42000000	22692	22615	77	0	77	15188	15132	56	6892	6867	25	117	116	1	4971.742857142857	492	13660	34	10	15	S. aureus #1	#e6194B	red
Sa_1	S. aureus	15	2800000	42000000	15479	15475	4	0	4	10280	10278	2	4788	4786	2	96	96	0	3688.9238095238097	132	14434	28	10	15	S. aureus #1	#e6194B	red
Sa_1	S. aureus	15	2800000	42000000	15918	15909	9	0	9	10508	10503	5	4993	4986	7	101	101	0	7456.561904761905	14122	14449	26	10	15	S. aureus #1	#e6194B	red
Sa_1	S. aureus	15	2800000	42000000	14351	14346	5	0	5	9353	9351	2	4627	4624	3	79	79	0	1991.8190476190475	158	13066	27	10	15	S. aureus #1	#e6194B	red
Sa_1	S. aureus	15	2800000	42000000	21959	21882	77	0	77	14650	14590	60	6710	6692	18	126	125	1	5151.1809523809525	119	14328	42	10	15	S. aureus #1	#e6194B	red
Sa_1	S. aureus	19	2800000	53200000	22328	22252	76	0	76	14938	14884	54	6878	6856	22	134	131	3	6130.994152046784	490	14425	38	12.5	19	S. aureus #1	#e6194B	red
Sa_1	S. aureus	19	2800000	53200000	16286	16277	9	0	9	10619	10612	7	5251	5249	2	106	105	1	5103.245614035088	494	14535	31	12.5	19	S. aureus #1	#e6194B	red
Sa_1	S. aureus	19	2800000	53200000	22337	22261	76	0	76	14781	14719	62	6928	6911	17	132	131	1	6171.181286549708	492	14446	40	12.5	19	S. aureus #1	#e6194B	red
Sa_1	S. aureus	19	2800000	53200000	16828	16812	16	0	16	10979	10972	7	5420	5411	9	107	107	0	7460.912280701755	13448	14525	33	12.5	19	S. aureus #1	#e6194B	red
Sa_1	S. aureus	19	2800000	53200000	26482	26341	141	0	141	17622	17510	112	8155	8119	36	135	133	2	5198.397660818713	138	14291	53	12.5	19	S. aureus #1	#e6194B	red
Sa_1	S. aureus	19	2800000	53200000	22934	22856	78	0	78	15281	15224	57	7034	7009	25	123	121	2	4091.0994152046783	487	13660	36	12.5	19	S. aureus #1	#e6194B	red
Sa_1	S. aureus	19	2800000	53200000	15719	15715	4	0	4	10365	10363	2	4928	4926	2	102	102	0	4139.608187134503	132	14444	29	12.5	19	S. aureus #1	#e6194B	red
Sa_1	S. aureus	19	2800000	53200000	16601	16586	15	0	15	10830	10822	8	5340	5330	10	111	111	0	6672.982456140351	973	14452	30	12.5	19	S. aureus #1	#e6194B	red
Sa_1	S. aureus	19	2800000	53200000	14727	14720	7	0	7	9474	9470	4	4858	4855	3	92	92	0	1621.280701754386	159	13066	29	12.5	19	S. aureus #1	#e6194B	red
Sa_1	S. aureus	19	2800000	53200000	22494	22413	81	0	81	14858	14796	62	7021	7000	21	134	133	1	5227.625730994152	495	14328	43	12.5	19	S. aureus #1	#e6194B	red
Sa_1	S. aureus	38	2800000	106400000	23667	23585	82	0	82	15384	15325	59	7702	7679	23	172	168	4	5496.49786628734	487	14516	39	25	38	S. aureus #1	#e6194B	red
Sa_1	S. aureus	38	2800000	106400000	28120	27965	155	0	155	18237	18121	116	9152	9109	43	184	180	4	6377.699857752489	526	14536	50	25	38	S. aureus #1	#e6194B	red
Sa_1	S. aureus	38	2800000	106400000	24145	24056	89	0	89	15494	15425	69	7955	7932	23	172	171	1	4642.051209103841	486	14452	46	25	38	S. aureus #1	#e6194B	red
Sa_1	S. aureus	38	2800000	106400000	23842	23753	89	0	89	15409	15345	64	7763	7737	26	165	164	1	5929.116642958748	671	14531	47	25	38	S. aureus #1	#e6194B	red
Sa_1	S. aureus	38	2800000	106400000	28079	27922	157	0	157	18166	18046	120	9132	9088	44	176	174	2	5579.684210526316	148	14410	55	25	38	S. aureus #1	#e6194B	red
Sa_1	S. aureus	38	2800000	106400000	24929	24836	93	0	93	16093	16028	65	8128	8092	36	170	168	2	4108.448079658606	480	14446	51	25	38	S. aureus #1	#e6194B	red
Sa_1	S. aureus	38	2800000	106400000	29219	29051	167	1	168	18925	18806	119	9504	9449	55	191	187	4	5125.900426742532	478	14481	56	25	38	S. aureus #1	#e6194B	red
Sa_1	S. aureus	38	2800000	106400000	24491	24412	79	0	79	15710	15656	54	8090	8060	30	175	175	0	6314.522048364153	516	14533	46	25	38	S. aureus #1	#e6194B	red
Sa_1	S. aureus	38	2800000	106400000	28430	28276	154	0	154	18244	18128	116	9376	9336	40	188	185	3	4658.022759601707	166	14427	53	25	38	S. aureus #1	#e6194B	red
Sa_1	S. aureus	38	2800000	106400000	23545	23457	88	0	88	15215	15148	67	7676	7651	25	160	157	3	4044.891891891892	131	14336	47	25	38	S. aureus #1	#e6194B	red
Sa_1	S. aureus	75	2800000	210000000	33630	33386	244	0	244	21007	20831	176	11658	11576	82	260	254	6	5755.1945945945945	488	14516	59	50	75	S. aureus #1	#e6194B	red
Sa_1	S. aureus	75	2800000	210000000	33741	33498	243	0	243	21171	20997	174	11631	11552	79	263	258	5	4865.547747747748	481	14627	61	50	75	S. aureus #1	#e6194B	red
Sa_1	S. aureus	75	2800000	210000000	30278	30106	172	0	172	18842	18715	127	10536	10481	55	240	236	4	5106.258738738738	485	14452	57	50	75	S. aureus #1	#e6194B	red
Sa_1	S. aureus	75	2800000	210000000	29644	29471	173	0	173	18559	18436	123	10216	10157	59	226	223	3	5520.60972972973	495	14531	56	50	75	S. aureus #1	#e6194B	red
Sa_1	S. aureus	75	2800000	210000000	30645	30464	181	0	181	19088	18954	134	10667	10612	55	234	231	3	5575.9481081081085	456	14627	57	50	75	S. aureus #1	#e6194B	red
Sa_1	S. aureus	75	2800000	210000000	30826	30640	186	0	186	19309	19173	136	10638	10577	61	227	224	3	4338.147747747747	462	14446	60	50	75	S. aureus #1	#e6194B	red
Sa_1	S. aureus	75	2800000	210000000	34851	34596	254	1	255	21706	21522	184	12165	12081	84	268	263	5	4890.824144144144	229	14539	68	50	75	S. aureus #1	#e6194B	red
Sa_1	S. aureus	75	2800000	210000000	33889	33646	243	0	243	21258	21086	172	11679	11601	78	268	263	5	5800.201441441442	498	14536	65	50	75	S. aureus #1	#e6194B	red
Sa_1	S. aureus	75	2800000	210000000	33335	33107	228	0	228	20951	20785	166	11449	11381	68	249	244	5	4866.369729729729	300	14427	61	50	75	S. aureus #1	#e6194B	red
Sa_1	S. aureus	75	2800000	210000000	31643	31438	204	1	205	19638	19492	146	11090	11020	70	238	234	4	5155.054774774775	489	14533	65	50	75	S. aureus #1	#e6194B	red
Sa_1	S. aureus	112	2800000	313600000	36294	36016	277	1	278	22137	21939	198	13087	12992	95	315	309	6	5566.403314028314	490	14627	67	75	112	S. aureus #1	#e6194B	red
Sa_1	S. aureus	112	2800000	313600000	36735	36446	288	1	289	22243	22039	204	13406	13304	102	329	321	8	5134.4925997426	483	14627	69	75	112	S. aureus #1	#e6194B	red
Sa_1	S. aureus	112	2800000	313600000	35711	35443	268	0	268	21704	21512	192	12963	12873	90	308	300	8	5714.599903474904	491	14627	66	75	112	S. aureus #1	#e6194B	red
Sa_1	S. aureus	112	2800000	313600000	32800	32599	201	0	201	19892	19748	144	11921	11853	68	292	289	3	5213.312741312741	472	14627	62	75	112	S. aureus #1	#e6194B	red
Sa_1	S. aureus	112	2800000	313600000	32814	32615	199	0	199	19750	19606	144	12057	11990	67	301	298	3	5100.087676962677	474	14627	65	75	112	S. aureus #1	#e6194B	red
Sa_1	S. aureus	112	2800000	313600000	35786	35513	273	0	273	21993	21797	196	12781	12690	91	297	291	6	5559.436454311454	490	14531	67	75	112	S. aureus #1	#e6194B	red
