Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene	Percent	Dataset Size (#)	Dataset	hex_color	color
Cd_4	C. difficile	25	4300000	107500000	80671	80182	488	1	489	56849	56448	401	24585	24424	161	245	242	3	7664.55	2657.5	67784	6784	10	25	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	25	4300000	107500000	80670	80162	505	3	508	56795	56387	408	24663	24480	183	254	252	2	7840.53	2939.5	66953	6730	10	25	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	25	4300000	107500000	16825	16743	82	0	82	10460	10393	67	6480	6448	32	99	95	4	2578.5233333333335	2572	5687	1661	10	25	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	25	4300000	107500000	32761	32599	162	0	162	21195	21066	129	11782	11722	60	169	169	0	3937.43	2608	21064	3320	10	25	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	25	4300000	107500000	18513	18420	92	1	93	11307	11229	78	7389	7357	32	108	106	2	2752.49	2854	5674	1703	10	25	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	25	4300000	107500000	81316	80772	542	2	544	57113	56669	444	25028	24828	200	243	240	3	7353.14	2214	67104	6717	10	25	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	31	4300000	133300000	84557	83897	658	2	660	58878	58343	535	26472	26222	250	270	267	3	10847.913978494624	3017	67307	6864	12.5	31	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	31	4300000	133300000	79443	79009	433	1	434	55983	55622	361	24258	24106	152	234	232	2	6098.492473118279	2086	67498	6700	12.5	31	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	31	4300000	133300000	95687	94460	1219	8	1227	67129	66125	1004	29417	29008	409	307	304	3	12038.047311827957	2832	72037	7099	12.5	31	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	31	4300000	133300000	81651	81130	519	2	521	57074	56642	432	25356	25161	195	252	251	1	6437.055913978495	2392	67111	6744	12.5	31	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	31	4300000	133300000	81901	81366	533	2	535	57476	57038	438	25192	25012	180	252	248	4	6510.169892473118	2250	67784	6824	12.5	31	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	31	4300000	133300000	83705	83095	607	3	610	58385	57892	493	26096	25884	212	270	268	2	6879.113978494624	2955	66953	6837	12.5	31	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	31	4300000	133300000	80414	79911	500	3	503	56636	56222	414	24558	24377	181	253	249	4	6604.445161290322	2615	67137	6791	12.5	31	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	31	4300000	133300000	36297	36082	215	0	215	23148	22976	172	13379	13297	82	193	191	2	3897.847311827957	2806	21064	3543	12.5	31	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	31	4300000	133300000	19839	19740	98	1	99	12011	11928	83	8001	7968	33	122	120	2	2592.7913978494626	2666	5674	1810	12.5	31	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	31	4300000	133300000	82344	81781	561	2	563	57604	57143	461	25548	25340	208	253	250	3	6286.5053763440865	2202	67104	6906	12.5	31	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	62	4300000	266600000	105804	104172	1620	12	1632	72364	71053	1311	34257	33657	600	379	370	9	8117.211528291909	2672	71959	7367	25	62	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	62	4300000	266600000	100278	98913	1355	10	1365	69501	68390	1111	31646	31174	472	346	340	6	7680.353781068218	2247	72542	7235	25	62	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	62	4300000	266600000	102148	100693	1446	9	1455	70432	69249	1183	32554	32054	500	363	355	8	7291.2326811211	2572	72037	7404	25	62	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	62	4300000	266600000	85369	84736	630	3	633	58992	58467	525	27167	26937	230	294	291	3	4337.223162347964	2367	67111	6909	25	62	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	62	4300000	266600000	88511	87716	789	6	795	61080	60422	658	28209	27927	282	302	297	5	4436.615547329456	2246	67784	7095	25	62	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	62	4300000	266600000	101382	99951	1419	12	1431	70020	68860	1160	32142	31644	498	350	343	7	7307.099418297197	2627	71518	7241	25	62	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	62	4300000	266600000	86906	86199	702	5	707	59963	59387	576	27696	27433	263	317	311	6	6613.129032258064	2679	67551	7044	25	62	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	62	4300000	266600000	43007	42680	325	2	327	26814	26557	257	16408	16281	127	252	248	4	3066.8762559492334	2393	21064	3956	25	62	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	62	4300000	266600000	86510	85839	667	4	671	59666	59126	540	27631	27378	253	305	300	5	4538.060814383924	2535	67020	6972	25	62	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	62	4300000	266600000	102826	101334	1481	11	1492	70662	69453	1209	33009	32473	536	347	343	4	7216.755156002116	2371	71819	7314	25	62	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	124	4300000	533200000	115125	113047	2057	21	2078	77327	75661	1666	38517	37755	762	482	471	11	7854.5182271177555	2505	72174	7684	50	124	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	124	4300000	533200000	109055	107306	1736	13	1749	73852	72443	1409	36015	35370	645	423	415	8	6390.656700760556	2247	72620	7384	50	124	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	124	4300000	533200000	108250	106572	1664	14	1678	73407	72061	1346	35645	35041	604	421	412	9	7607.797272488854	2644	72037	7550	50	124	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	124	4300000	533200000	107431	105783	1636	12	1648	72883	71556	1327	35379	34778	601	406	397	9	6633.599659061107	2267	72542	7336	50	124	C. difficile #4	#4363d8	blue
Cd_4	C. difficile	185	4300000	795500000	120527	118236	2269	22	2291	79953	78125	1828	41268	40407	861	553	540	13	7468.032549941246	2642	72812	7790	75	185	C. difficile #4	#4363d8	blue
Kp_1	K. pneumoniae	5	5400000	27000000	26042	26041	1	0	1	21068	21067	1	4936	4936	0	40	40	0	10324.8	103.5	25945	524	1	5	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	5	5400000	27000000	27112	27112	0	0	0	22045	22045	0	5034	5034	0	36	36	0	10790	20.5	27059	535	1	5	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	5	5400000	27000000	62	62	0	0	0	11	11	0	48	48	0	3	3	0	25.6	22	40	1	1	5	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	5	5400000	27000000	85	85	0	0	0	30	30	0	52	52	0	3	3	0	34	33.5	46	2	1	5	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	5	5400000	27000000	25536	25536	0	0	0	20619	20619	0	4885	4885	0	28	28	0	10200.2	35.5	25495	471	1	5	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	5	5400000	27000000	71	71	0	0	0	17	17	0	54	54	0	1	1	0	28.4	28	45	1	1	5	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	5	5400000	27000000	125	125	0	0	0	35	35	0	80	80	0	10	10	0	50.6	51.5	67	3	1	5	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	5	5400000	27000000	131	131	0	0	0	36	36	0	86	86	0	6	6	0	52	47	82	0	1	5	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	5	5400000	27000000	138	138	0	0	0	46	46	0	88	88	0	5	5	0	54.5	60	112	2	1	5	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	5	5400000	27000000	99	99	0	0	0	31	31	0	62	62	0	6	6	0	39.6	36.5	65	0	1	5	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	11	5400000	59400000	26112	26111	1	0	1	21084	21083	1	4984	4984	0	47	47	0	4727.981818181818	60	25945	526	2.5	11	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	11	5400000	59400000	39166	39028	138	0	138	31760	31631	129	7352	7337	15	54	54	0	12424.363636363636	42	27095	575	2.5	11	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	11	5400000	59400000	24982	24982	0	0	0	20000	20000	0	4939	4939	0	39	39	0	4526.181818181818	23	24896	480	2.5	11	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	11	5400000	59400000	25668	25665	3	0	3	20592	20589	3	5046	5045	1	38	38	0	4651.8	36	25533	479	2.5	11	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	11	5400000	59400000	39651	39530	121	0	121	32046	31938	108	7554	7527	27	48	48	0	9036.527272727273	34	26871	577	2.5	11	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	11	5400000	59400000	167	167	0	0	0	50	50	0	112	112	0	5	5	0	33.836363636363636	33	61	3	2.5	11	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	11	5400000	59400000	25135	25133	2	0	2	20056	20054	2	5025	5025	0	50	50	0	4552.581818181819	50	24945	480	2.5	11	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	11	5400000	59400000	215	215	0	0	0	58	58	0	143	143	0	11	11	0	48.30909090909091	46	91	3	2.5	11	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	11	5400000	59400000	39113	38988	125	0	125	31461	31351	110	7592	7568	24	60	59	1	8884.10909090909	71	25954	570	2.5	11	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	11	5400000	59400000	241	241	0	0	0	68	68	0	162	162	0	13	13	0	44.92727272727273	40	98	2	2.5	11	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	23	5400000	124200000	26310	26309	1	0	1	21147	21146	1	5108	5108	0	58	58	0	2286.02371541502	53	25945	530	5	23	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	23	5400000	124200000	39593	39440	153	0	153	32040	31897	143	7487	7470	17	66	66	0	6519.059288537549	36	27100	566	5	23	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	23	5400000	124200000	38299	38174	125	0	125	30592	30482	110	7634	7609	25	73	72	1	4349.498023715415	33	25694	543	5	23	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	23	5400000	124200000	39872	39729	141	2	143	31991	31863	128	7807	7782	25	72	71	1	9808.185770750988	51	26274	575	5	23	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	23	5400000	124200000	48359	48124	235	0	235	38887	38676	211	9394	9352	42	67	67	0	6505.505928853755	33	26872	558	5	23	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	23	5400000	124200000	25889	25887	2	0	2	20663	20661	2	5186	5186	0	48	47	1	4220.063241106719	39	25529	482	5	23	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	23	5400000	124200000	38633	38528	105	0	105	30873	30783	90	7673	7653	20	72	72	0	4314.075098814229	50	25551	562	5	23	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	23	5400000	124200000	322	322	0	0	0	84	84	0	215	215	0	20	20	0	39.094861660079054	35	91	7	5	23	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	23	5400000	124200000	39281	39155	126	0	126	31511	31401	110	7699	7674	25	73	72	1	4391.395256916996	41	25954	572	5	23	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	23	5400000	124200000	438	438	0	0	0	121	121	0	291	291	0	30	30	0	45.74308300395257	38	119	8	5	23	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	34	5400000	183600000	26418	26417	1	0	1	21184	21183	1	5172	5172	0	65	65	0	1559.7308377896613	41	25945	532	7.5	34	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	34	5400000	183600000	39864	39711	153	0	153	32111	31968	143	7671	7654	17	83	83	0	4531.577540106952	41	27130	569	7.5	34	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	34	5400000	183600000	38495	38369	126	0	126	30652	30541	111	7755	7730	25	87	86	1	4338.77183600713	45	25694	545	7.5	34	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	34	5400000	183600000	40058	39914	142	2	144	32030	31902	128	7938	7912	26	87	86	1	8183.976827094474	53	26292	575	7.5	34	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	34	5400000	183600000	63675	63212	458	5	463	50658	50242	416	12884	12804	80	109	107	2	7154.800356506239	36	26872	449	7.5	34	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	34	5400000	183600000	26095	26093	2	0	2	20722	20720	2	5324	5324	0	57	56	1	2920.994652406417	37	25632	484	7.5	34	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	34	5400000	183600000	38871	38763	108	0	108	30954	30862	92	7816	7795	21	88	88	0	4286.199643493761	55	25551	564	7.5	34	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	34	5400000	183600000	25267	25266	1	0	1	20078	20077	1	5126	5126	0	56	56	0	1493.445632798574	35	24898	483	7.5	34	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	34	5400000	183600000	39438	39312	126	0	126	31558	31448	110	7802	7777	25	80	79	1	3007.354723707665	39	25954	575	7.5	34	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	34	5400000	183600000	26088	26085	3	0	3	20835	20833	2	5184	5182	2	66	66	0	1534.668449197861	37	25570	479	7.5	34	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	45	5400000	243000000	26722	26720	2	0	2	21272	21270	2	5374	5373	1	79	79	0	1195.7585858585858	46	26020	536	10	45	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	45	5400000	243000000	40300	40142	156	2	158	32364	32217	147	7840	7822	18	97	97	0	4484.817171717172	47	27130	572	10	45	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	45	5400000	243000000	49101	48836	262	3	265	39044	38808	236	9929	9882	47	114	113	1	5373.359595959596	47	26252	533	10	45	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	45	5400000	243000000	40221	40076	143	2	145	32082	31953	129	8039	8013	26	97	96	1	6377.318181818182	51	26292	575	10	45	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	45	5400000	243000000	63849	63386	458	5	463	50716	50300	416	12986	12906	80	122	120	2	5501.182828282828	37	26882	450	10	45	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	45	5400000	243000000	26300	26297	3	0	3	20777	20774	3	5457	5457	0	76	75	1	2239.20101010101	40	25632	487	10	45	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	45	5400000	243000000	49602	49353	248	1	249	39443	39223	220	10016	9972	44	119	119	0	5399.675757575757	55	26152	571	10	45	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	45	5400000	243000000	25810	25800	10	0	10	20453	20443	10	5285	5284	1	66	66	0	1166.8575757575757	36	24936	496	10	45	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	45	5400000	243000000	39959	39826	132	1	133	31891	31775	116	7985	7959	26	85	84	1	3370.458585858586	39	26204	578	10	45	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	45	5400000	243000000	26235	26232	3	0	3	20883	20881	2	5275	5273	2	72	72	0	1169.1303030303031	37	25570	481	10	45	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	57	5400000	307800000	49572	49322	249	1	250	39517	39295	222	9923	9881	42	126	126	0	2735.5708020050124	46	27200	569	12.5	57	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	57	5400000	307800000	40504	40344	158	2	160	32429	32280	149	7971	7953	18	106	106	0	3592.6359649122805	52	27131	573	12.5	57	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	57	5400000	307800000	49270	49003	264	3	267	39088	38851	237	10041	9993	48	127	126	1	5143.777568922305	46	26283	532	12.5	57	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	57	5400000	307800000	40420	40274	144	2	146	32153	32024	129	8159	8132	27	105	104	1	5897.8439849624065	48	26292	577	12.5	57	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	57	5400000	307800000	64043	63577	461	5	466	50777	50360	417	13110	13028	82	130	128	2	5186.945488721804	37	26882	447	12.5	57	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	57	5400000	307800000	26448	26443	5	0	5	20842	20838	4	5530	5528	2	86	85	1	2613.752506265664	40	25662	488	12.5	57	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	57	5400000	307800000	57289	56930	356	3	359	45303	44986	317	11820	11754	66	139	138	1	6654.0526315789475	56	26152	518	12.5	57	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	57	5400000	307800000	25969	25958	11	0	11	20494	20484	10	5399	5397	2	70	70	0	930.7167919799499	37	24936	496	12.5	57	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	57	5400000	307800000	40148	40012	135	1	136	31948	31829	119	8109	8083	26	93	92	1	3512.9135338345864	40	26204	578	12.5	57	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	57	5400000	307800000	39554	39434	120	0	120	31564	31461	103	7894	7866	28	94	94	0	1803.189223057644	36	25570	555	12.5	57	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	113	5400000	610200000	50704	50437	266	1	267	40059	39820	239	10467	10425	42	171	170	1	2719.0222819216183	44	27209	561	25	113	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	113	5400000	610200000	58440	58053	383	4	387	46051	45703	348	12189	12125	64	170	169	1	3140.9800884955753	44	27137	487	25	113	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	113	5400000	610200000	58222	57836	381	5	386	45925	45580	345	12102	12038	64	177	176	1	3568.342920353982	45	27209	498	25	113	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	113	5400000	610200000	50464	50213	249	2	251	39745	39525	220	10552	10503	49	150	149	1	4345.060366624526	48	26292	575	25	113	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	113	5400000	610200000	64806	64322	479	5	484	51090	50658	432	13527	13441	86	163	160	3	4766.1317951959545	40	26882	437	25	113	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	113	5400000	610200000	39909	39800	109	0	109	31421	31327	94	8357	8332	25	127	126	1	2634.099557522124	40	25662	570	25	113	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	113	5400000	610200000	64922	64439	478	5	483	50977	50546	431	13737	13656	81	181	180	1	4771.0594184576485	45	27061	446	25	113	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	113	5400000	610200000	49672	49401	269	2	271	39219	38979	240	10288	10238	50	145	144	1	1823.4932048040455	37	26090	528	25	113	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	113	5400000	610200000	64612	64141	466	5	471	50507	50090	417	13878	13797	81	187	185	2	5095.2868204804045	45	26204	440	25	113	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	113	5400000	610200000	65209	64723	479	7	486	51053	50619	434	13936	13848	88	190	188	2	4760.930783817952	46	26203	438	25	113	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	226	5400000	1220400000	72513	71914	591	8	599	56347	55818	529	15863	15751	112	262	261	1	3952.227138643068	45	27209	370	50	226	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	226	5400000	1220400000	72280	71673	600	7	607	56225	55679	546	15773	15675	98	242	240	2	2509.9008456243855	43	27209	345	50	226	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	340	5400000	1836000000	83966	83148	806	12	818	64574	63852	722	19001	18852	149	328	325	3	3936.523841749089	45	27209	172	75	340	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	340	5400000	1836000000	83787	82972	803	12	815	64519	63798	721	18896	18749	147	313	310	3	2559.6475446815894	42	27209	173	75	340	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	340	5400000	1836000000	88355	87440	902	13	915	67803	66992	811	20147	19984	163	340	337	3	3794.5059691133088	44	27209	81	75	340	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	340	5400000	1836000000	77891	77172	709	10	719	60122	59484	638	17418	17293	125	307	305	2	3388.6947423217075	42	27209	263	75	340	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	340	5400000	1836000000	77578	76879	691	8	699	59879	59256	623	17346	17222	124	304	301	3	3915.518965816415	42	27058	278	75	340	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	340	5400000	1836000000	66796	66316	476	4	480	51557	51130	427	14908	14822	86	288	286	2	2818.22850945688	42	27058	456	75	340	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	340	5400000	1836000000	83330	82513	805	12	817	64211	63481	730	18747	18607	140	321	318	3	3927.091948637862	42	27209	175	75	340	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	340	5400000	1836000000	66271	65793	472	6	478	51021	50603	418	14914	14824	90	287	285	2	3218.2428769737985	42	26275	443	75	340	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	340	5400000	1836000000	78161	77465	687	9	696	60102	59485	617	17684	17566	118	321	319	2	4179.186465382613	44	27206	289	75	340	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	340	5400000	1836000000	78892	78179	703	10	713	60653	60027	626	17855	17721	134	326	324	2	4060.5861356932155	46	27209	270	75	340	K. pneumoniae #1	#911eb4	purple
Kp_2	K. pneumoniae	3	5400000	16200000	661	661	0	0	0	491	491	0	163	163	0	11	11	0	437.3333333333333	632	646	0	1	3	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	3	5400000	16200000	688	687	1	0	1	517	516	1	164	164	0	9	8	1	453	657	673	0	1	3	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	3	5400000	16200000	689	689	0	0	0	541	541	0	145	145	0	7	7	0	413.3333333333333	592	642	0	1	3	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	3	5400000	16200000	77	77	0	0	0	22	22	0	50	50	0	6	6	0	51.333333333333336	57	59	1	1	3	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	3	5400000	16200000	149	149	0	0	0	50	50	0	86	86	0	14	14	0	99.33333333333333	125	135	0	1	3	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	3	5400000	16200000	684	684	0	0	0	497	497	0	180	180	0	8	8	0	455	621	647	0	1	3	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	3	5400000	16200000	642	642	0	0	0	475	475	0	156	156	0	13	13	0	428	619	629	0	1	3	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	3	5400000	16200000	78	78	0	0	0	20	20	0	53	53	0	6	6	0	52	51	66	0	1	3	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	3	5400000	16200000	711	711	0	0	0	522	522	0	178	178	0	13	13	0	473	647	695	0	1	3	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	3	5400000	16200000	661	660	1	0	1	495	494	1	156	155	1	14	14	0	440.6666666666667	637	643	0	1	3	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	7	5400000	37800000	770	768	2	0	2	514	512	2	238	237	1	22	21	1	230.23809523809524	86	646	1	2.5	7	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	7	5400000	37800000	753	752	1	0	1	532	531	1	206	206	0	16	15	1	216.9047619047619	39	687	1	2.5	7	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	7	5400000	37800000	792	790	2	0	2	569	567	2	216	215	1	12	11	1	328.6666666666667	65	679	0	2.5	7	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	7	5400000	37800000	172	172	0	0	0	42	42	0	118	118	0	12	12	0	51.095238095238095	54	80	1	2.5	7	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	7	5400000	37800000	734	733	1	0	1	499	498	1	217	216	1	19	19	0	220.66666666666666	110	627	0	2.5	7	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	7	5400000	37800000	759	757	2	0	2	520	519	1	222	220	2	18	18	0	230.33333333333334	87	659	0	2.5	7	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	7	5400000	37800000	796	795	1	0	1	521	520	1	255	254	1	23	23	0	239.42857142857142	116	665	2	2.5	7	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	7	5400000	37800000	211	211	0	0	0	60	60	0	136	136	0	17	17	0	76.23809523809524	66	141	1	2.5	7	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	7	5400000	37800000	841	838	3	0	3	593	590	3	230	228	2	23	22	1	355.23809523809524	127	695	1	2.5	7	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	7	5400000	37800000	790	789	1	0	1	526	525	1	241	240	1	26	26	0	227.47619047619048	67	662	0	2.5	7	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	14	5400000	75600000	946	944	2	0	2	573	571	2	348	347	1	31	30	1	163.01098901098902	90	695	3	5	14	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	14	5400000	75600000	892	889	2	1	3	586	583	3	285	283	2	24	23	1	265.02197802197804	50	690	1	5	14	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	14	5400000	75600000	935	932	3	0	3	602	599	3	311	309	2	25	24	1	206.05494505494505	51	681	0	5	14	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	14	5400000	75600000	722	720	2	0	2	433	431	2	264	263	1	26	25	1	117.68131868131869	48	541	1	5	14	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	14	5400000	75600000	878	875	3	0	3	544	543	1	307	304	3	26	26	0	205.47252747252747	74	629	0	5	14	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	14	5400000	75600000	966	964	2	0	2	625	624	1	326	324	2	21	21	0	277.74725274725273	88	727	2	5	14	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	14	5400000	75600000	917	916	1	0	1	558	557	1	328	327	1	35	35	0	158.56043956043956	88	665	3	5	14	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	14	5400000	75600000	946	944	2	0	2	574	572	2	343	342	1	33	32	1	159.17582417582418	88	696	1	5	14	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	14	5400000	75600000	944	941	3	0	3	615	612	3	304	302	2	29	28	1	222.45054945054946	65	699	1	5	14	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	14	5400000	75600000	1622	1620	2	0	2	1105	1103	2	480	479	1	34	33	1	363.75824175824175	61	1380	0	5	14	K. pneumoniae #2	#e6beff	lavendar
