Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MaxSNPDist	NumBiallelicOverlappingGene	Percent	SNPDist_95p_of_max	Within_5p_MaxSNPDist	Plot_name	hex_color	color
Kp_1	K. pneumoniae	57	5400000	307800000	57289	56930	356	3	359	45303	44986	317	11820	11754	66	139	138	1	26152	518	12.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	57	5400000	307800000	25969	25958	11	0	11	20494	20484	10	5399	5397	2	70	70	0	24936	496	12.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	57	5400000	307800000	40148	40012	135	1	136	31948	31829	119	8109	8083	26	93	92	1	26204	578	12.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	57	5400000	307800000	39554	39434	120	0	120	31564	31461	103	7894	7866	28	94	94	0	25570	555	12.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	113	5400000	610200000	50704	50437	266	1	267	40059	39820	239	10467	10425	42	171	170	1	27209	561	25	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	113	5400000	610200000	58440	58053	383	4	387	46051	45703	348	12189	12125	64	170	169	1	27137	487	25	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	113	5400000	610200000	58222	57836	381	5	386	45925	45580	345	12102	12038	64	177	176	1	27209	498	25	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	113	5400000	610200000	50464	50213	249	2	251	39745	39525	220	10552	10503	49	150	149	1	26292	575	25	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	113	5400000	610200000	64806	64322	479	5	484	51090	50658	432	13527	13441	86	163	160	3	26882	437	25	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	113	5400000	610200000	39909	39800	109	0	109	31421	31327	94	8357	8332	25	127	126	1	25662	570	25	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	113	5400000	610200000	64922	64439	478	5	483	50977	50546	431	13737	13656	81	181	180	1	27061	446	25	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	113	5400000	610200000	49672	49401	269	2	271	39219	38979	240	10288	10238	50	145	144	1	26090	528	25	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	113	5400000	610200000	64612	64141	466	5	471	50507	50090	417	13878	13797	81	187	185	2	26204	440	25	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	113	5400000	610200000	65209	64723	479	7	486	51053	50619	434	13936	13848	88	190	188	2	26203	438	25	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	226	5400000	1220400000	72513	71914	591	8	599	56347	55818	529	15863	15751	112	262	261	1	27209	370	50	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	226	5400000	1220400000	72280	71673	600	7	607	56225	55679	546	15773	15675	98	242	240	2	27209	345	50	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_2	K. pneumoniae	3	5400000	16200000	661	661	0	0	0	491	491	0	163	163	0	11	11	0	646	0	1	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	3	5400000	16200000	688	687	1	0	1	517	516	1	164	164	0	9	8	1	673	0	1	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	3	5400000	16200000	689	689	0	0	0	541	541	0	145	145	0	7	7	0	642	0	1	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	3	5400000	16200000	77	77	0	0	0	22	22	0	50	50	0	6	6	0	59	1	1	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	3	5400000	16200000	149	149	0	0	0	50	50	0	86	86	0	14	14	0	135	0	1	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	3	5400000	16200000	684	684	0	0	0	497	497	0	180	180	0	8	8	0	647	0	1	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	3	5400000	16200000	642	642	0	0	0	475	475	0	156	156	0	13	13	0	629	0	1	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	3	5400000	16200000	78	78	0	0	0	20	20	0	53	53	0	6	6	0	66	0	1	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	3	5400000	16200000	711	711	0	0	0	522	522	0	178	178	0	13	13	0	695	0	1	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	3	5400000	16200000	661	660	1	0	1	495	494	1	156	155	1	14	14	0	643	0	1	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	7	5400000	37800000	770	768	2	0	2	514	512	2	238	237	1	22	21	1	646	1	2.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	7	5400000	37800000	753	752	1	0	1	532	531	1	206	206	0	16	15	1	687	1	2.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	7	5400000	37800000	792	790	2	0	2	569	567	2	216	215	1	12	11	1	679	0	2.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	7	5400000	37800000	172	172	0	0	0	42	42	0	118	118	0	12	12	0	80	1	2.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	7	5400000	37800000	734	733	1	0	1	499	498	1	217	216	1	19	19	0	627	0	2.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	7	5400000	37800000	759	757	2	0	2	520	519	1	222	220	2	18	18	0	659	0	2.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	7	5400000	37800000	796	795	1	0	1	521	520	1	255	254	1	23	23	0	665	2	2.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	7	5400000	37800000	211	211	0	0	0	60	60	0	136	136	0	17	17	0	141	1	2.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	7	5400000	37800000	841	838	3	0	3	593	590	3	230	228	2	23	22	1	695	1	2.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	7	5400000	37800000	790	789	1	0	1	526	525	1	241	240	1	26	26	0	662	0	2.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	14	5400000	75600000	946	944	2	0	2	573	571	2	348	347	1	31	30	1	695	3	5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	14	5400000	75600000	892	889	2	1	3	586	583	3	285	283	2	24	23	1	690	1	5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	14	5400000	75600000	935	932	3	0	3	602	599	3	311	309	2	25	24	1	681	0	5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	14	5400000	75600000	722	720	2	0	2	433	431	2	264	263	1	26	25	1	541	1	5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	14	5400000	75600000	878	875	3	0	3	544	543	1	307	304	3	26	26	0	629	0	5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	14	5400000	75600000	966	964	2	0	2	625	624	1	326	324	2	21	21	0	727	2	5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	14	5400000	75600000	917	916	1	0	1	558	557	1	328	327	1	35	35	0	665	3	5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	14	5400000	75600000	946	944	2	0	2	574	572	2	343	342	1	33	32	1	696	1	5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	14	5400000	75600000	944	941	3	0	3	615	612	3	304	302	2	29	28	1	699	1	5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	14	5400000	75600000	1622	1620	2	0	2	1105	1103	2	480	479	1	34	33	1	1380	0	5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	21	5400000	113400000	1159	1155	4	0	4	675	672	3	453	450	3	37	36	1	727	3	7.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	21	5400000	113400000	1011	1007	3	1	4	615	612	3	365	362	3	34	33	1	697	1	7.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	21	5400000	113400000	1005	1002	3	0	3	623	620	3	355	353	2	31	30	1	681	1	7.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	21	5400000	113400000	1025	1023	2	0	2	613	611	2	385	384	1	32	31	1	708	1	7.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	21	5400000	113400000	995	992	3	0	3	600	599	1	365	362	3	32	32	0	664	0	7.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	21	5400000	113400000	1130	1128	2	0	2	667	666	1	441	439	2	28	28	0	727	2	7.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	21	5400000	113400000	999	997	2	0	2	582	580	2	384	383	1	38	37	1	665	4	7.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	21	5400000	113400000	1754	1752	2	0	2	1143	1141	2	571	570	1	38	37	1	1392	1	7.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	21	5400000	113400000	1049	1046	3	0	3	640	637	3	376	374	2	37	36	1	700	1	7.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	21	5400000	113400000	1724	1721	3	0	3	1133	1130	3	542	540	2	46	45	1	1380	1	7.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	29	5400000	156600000	1215	1211	4	0	4	695	692	3	484	481	3	42	41	1	727	4	10	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	29	5400000	156600000	1165	1160	4	1	5	665	662	3	456	452	4	47	46	1	701	2	10	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	29	5400000	156600000	1089	1086	3	0	3	648	645	3	405	403	2	40	39	1	681	2	10	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	29	5400000	156600000	1109	1106	3	0	3	642	640	2	437	435	2	36	35	1	708	2	10	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	29	5400000	156600000	1075	1072	3	0	3	619	618	1	419	416	3	40	40	0	665	2	10	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	29	5400000	156600000	2449	2413	36	0	36	1742	1708	34	677	672	5	37	37	0	1630	4	10	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	29	5400000	156600000	1196	1193	3	0	3	666	663	3	485	483	2	48	47	1	665	4	10	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	29	5400000	156600000	1845	1841	4	0	4	1161	1158	3	637	634	3	45	44	1	1392	1	10	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	29	5400000	156600000	1113	1110	3	0	3	657	654	3	418	416	2	42	41	1	700	1	10	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	29	5400000	156600000	1870	1867	3	0	3	1182	1179	3	634	632	2	53	52	1	1406	3	10	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	36	5400000	194400000	1302	1298	4	0	4	727	724	3	534	531	3	47	46	1	727	4	12.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	36	5400000	194400000	1227	1222	4	1	5	686	683	3	496	492	4	48	47	1	701	2	12.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	36	5400000	194400000	2371	2343	28	0	28	1706	1679	27	625	621	4	46	45	1	1568	4	12.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	36	5400000	194400000	1189	1185	4	0	4	674	671	3	479	476	3	42	41	1	708	2	12.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	36	5400000	194400000	1207	1204	3	0	3	672	671	1	489	486	3	50	50	0	704	3	12.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	36	5400000	194400000	2617	2579	38	0	38	1791	1755	36	782	776	6	51	50	1	1630	5	12.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	36	5400000	194400000	1300	1296	4	0	4	701	698	3	549	546	3	54	53	1	719	4	12.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	36	5400000	194400000	1925	1921	4	0	4	1194	1191	3	680	677	3	48	47	1	1392	2	12.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	36	5400000	194400000	1161	1158	3	0	3	671	668	3	448	446	2	47	46	1	700	1	12.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	36	5400000	194400000	1941	1938	3	0	3	1197	1194	3	686	684	2	58	57	1	1406	4	12.5	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	72	5400000	388800000	1604	1600	4	0	4	804	801	3	733	730	3	73	72	1	737	4	25	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	72	5400000	388800000	1546	1540	5	1	6	783	779	4	698	693	5	69	68	1	710	3	25	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	72	5400000	388800000	3431	3401	30	0	30	2333	2305	28	1028	1022	6	70	69	1	2112	4	25	2018.75	TRUE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	72	5400000	388800000	2747	2709	38	0	38	1806	1770	36	883	877	6	63	62	1	1615	5	25	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	72	5400000	388800000	2797	2756	41	0	41	1830	1794	36	898	889	9	72	71	1	1600	5	25	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	72	5400000	388800000	2938	2900	38	0	38	1883	1847	36	995	989	6	68	67	1	1630	6	25	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	72	5400000	388800000	1658	1654	4	0	4	819	816	3	771	768	3	74	73	1	719	4	25	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	72	5400000	388800000	2309	2304	5	0	5	1304	1301	3	930	926	4	73	72	1	1398	4	25	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	72	5400000	388800000	1450	1444	6	0	6	767	763	4	622	617	5	67	66	1	704	2	25	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	72	5400000	388800000	2244	2241	3	0	3	1305	1302	3	870	868	2	69	68	1	1406	4	25	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	143	5400000	772200000	2056	2050	6	0	6	935	932	3	1026	1021	5	100	99	1	737	4	50	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	143	5400000	772200000	3920	3878	41	1	42	2485	2448	37	1332	1322	10	101	100	1	2125	6	50	2018.75	TRUE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	143	5400000	772200000	3991	3960	30	1	31	2484	2456	28	1402	1395	7	105	104	1	2112	8	50	2018.75	TRUE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	143	5400000	772200000	3103	3065	38	0	38	1898	1862	36	1116	1110	6	94	93	1	1615	5	50	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	143	5400000	772200000	3951	3909	42	0	42	2499	2463	36	1350	1340	10	100	99	1	2125	5	50	2018.75	TRUE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	143	5400000	772200000	3337	3297	40	0	40	1995	1959	36	1252	1244	8	96	95	1	1630	7	50	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	143	5400000	772200000	4028	3990	38	0	38	2517	2481	36	1407	1401	6	104	103	1	2125	8	50	2018.75	TRUE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	143	5400000	772200000	2881	2875	5	1	6	1492	1489	3	1282	1277	5	107	106	1	1406	6	50	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	143	5400000	772200000	2657	2648	9	0	9	1434	1430	4	1124	1116	8	96	95	1	1380	3	50	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	143	5400000	772200000	3859	3825	34	0	34	2471	2442	29	1294	1284	10	95	94	1	2112	6	50	2018.75	TRUE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	214	5400000	1155600000	3628	3585	42	1	43	2075	2038	37	1438	1427	11	121	120	1	1630	6	75	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	214	5400000	1155600000	4281	4239	41	1	42	2585	2548	37	1569	1559	10	125	124	1	2125	6	75	2018.75	TRUE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	214	5400000	1155600000	4347	4306	40	1	41	2597	2561	36	1626	1617	9	124	123	1	2125	8	75	2018.75	TRUE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	214	5400000	1155600000	3555	3515	40	0	40	2037	2000	37	1405	1397	8	120	119	1	1630	8	75	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	214	5400000	1155600000	4308	4265	43	0	43	2594	2557	37	1596	1585	11	118	117	1	2125	7	75	2018.75	TRUE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	214	5400000	1155600000	3611	3569	41	1	42	2069	2032	37	1432	1422	10	116	115	1	1630	7	75	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	214	5400000	1155600000	4318	4277	41	0	41	2590	2553	37	1610	1601	9	118	117	1	2125	8	75	2018.75	TRUE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	214	5400000	1155600000	3149	3143	5	1	6	1569	1566	3	1454	1449	5	125	124	1	1406	6	75	2018.75	FALSE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	214	5400000	1155600000	4249	4206	43	0	43	2571	2534	37	1551	1540	11	125	124	1	2125	5	75	2018.75	TRUE	K. pneumoniae #2	#e6beff	lavendar
Kp_2	K. pneumoniae	214	5400000	1155600000	4169	4134	34	1	35	2560	2531	29	1495	1484	11	115	114	1	2112	7	75	2018.75	TRUE	K. pneumoniae #2	#e6beff	lavendar
Sa_2	S. aureus	3	2800000	8400000	11123	11123	0	0	0	8008	8008	0	3127	3127	0	36	36	0	11025	9	1	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	3	2800000	8400000	455	455	0	0	0	179	179	0	274	274	0	4	4	0	378	0	1	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	3	2800000	8400000	11053	11052	1	0	1	7979	7978	1	3086	3086	0	35	35	0	10976	9	1	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	3	2800000	8400000	185	185	0	0	0	59	59	0	125	125	0	2	2	0	160	0	1	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	3	2800000	8400000	229	229	0	0	0	66	66	0	157	157	0	6	6	0	159	0	1	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	3	2800000	8400000	11099	11099	0	0	0	7947	7947	0	3161	3161	0	38	38	0	11054	9	1	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	3	2800000	8400000	11227	11226	1	0	1	8048	8047	1	3194	3194	0	34	34	0	10977	10	1	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	3	2800000	8400000	11107	11107	0	0	0	7989	7989	0	3126	3126	0	39	39	0	11031	9	1	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	3	2800000	8400000	310	310	0	0	0	125	125	0	178	178	0	10	10	0	230	0	1	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	3	2800000	8400000	310	310	0	0	0	102	102	0	204	204	0	5	5	0	271	0	1	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	7	2800000	19600000	11440	11439	1	0	1	8097	8096	1	3342	3341	1	49	49	0	11057	9	2.5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	7	2800000	19600000	11744	11742	2	0	2	8228	8227	1	3527	3526	1	39	39	0	11019	10	2.5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	7	2800000	19600000	11364	11361	3	0	3	8082	8080	2	3289	3288	1	40	40	0	11010	9	2.5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	7	2800000	19600000	11448	11445	3	0	3	8111	8108	3	3344	3343	1	41	41	0	11030	9	2.5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	7	2800000	19600000	11628	11623	5	0	5	8111	8107	4	3516	3514	2	49	48	1	11060	9	2.5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	7	2800000	19600000	11738	11733	5	0	5	8191	8187	4	3552	3550	2	45	44	1	11069	9	2.5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	7	2800000	19600000	46133	45927	206	0	206	34698	34519	179	11429	11381	48	105	103	2	40006	29	2.5	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	7	2800000	19600000	11345	11344	1	0	1	8073	8072	1	3273	3273	0	48	48	0	11032	10	2.5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	7	2800000	19600000	452	452	0	0	0	169	169	0	274	274	0	12	12	0	250	0	2.5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	7	2800000	19600000	11325	11323	2	0	2	8057	8056	1	3279	3278	1	37	37	0	11031	9	2.5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	13	2800000	36400000	12039	12035	4	0	4	8320	8318	2	3712	3709	3	58	57	1	11057	10	5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	13	2800000	36400000	46843	46632	211	0	211	34986	34804	182	11843	11791	52	115	114	1	40252	29	5	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	13	2800000	36400000	12069	12063	6	0	6	8335	8332	3	3736	3733	3	49	49	0	11018	10	5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	13	2800000	36400000	11881	11876	5	0	5	8244	8239	5	3637	3636	1	53	53	0	11069	9	5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	13	2800000	36400000	12142	12137	5	0	5	8291	8287	4	3839	3837	2	63	62	1	11060	10	5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	13	2800000	36400000	46054	45844	210	0	210	34448	34261	187	11588	11540	48	118	116	2	39581	28	5	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	13	2800000	36400000	46444	46234	210	0	210	34795	34614	181	11631	11581	50	118	116	2	40006	29	5	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	13	2800000	36400000	11993	11990	3	0	3	8269	8267	2	3720	3719	1	55	55	0	11063	11	5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	13	2800000	36400000	11931	11929	2	0	2	8298	8297	1	3633	3632	1	51	51	0	11019	11	5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	13	2800000	36400000	11659	11656	3	0	3	8167	8166	1	3498	3496	2	44	44	0	11031	10	5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	20	2800000	56000000	12459	12455	4	0	4	8438	8436	2	4006	4003	3	68	67	1	11057	10	7.5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	20	2800000	56000000	47479	47259	220	0	220	35160	34975	185	12289	12229	60	131	130	1	40252	29	7.5	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	20	2800000	56000000	12783	12773	10	0	10	8575	8568	7	4197	4193	4	66	66	0	11040	12	7.5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	20	2800000	56000000	12432	12425	7	0	7	8414	8408	6	4008	4006	2	65	65	0	11069	9	7.5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	20	2800000	56000000	46446	46233	213	0	213	34578	34393	185	11836	11786	50	131	129	2	39596	29	7.5	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	20	2800000	56000000	46336	46121	215	0	215	34512	34322	190	11795	11743	52	129	126	3	39581	29	7.5	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	20	2800000	56000000	46904	46687	217	0	217	34919	34734	185	11958	11903	55	127	125	2	40022	29	7.5	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	20	2800000	56000000	12210	12207	3	0	3	8329	8327	2	3870	3869	1	63	63	0	11063	11	7.5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	20	2800000	56000000	12251	12249	2	0	2	8380	8379	1	3862	3861	1	62	62	0	11032	12	7.5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	20	2800000	56000000	46942	46729	213	0	213	34966	34783	183	11956	11904	52	123	122	1	40182	29	7.5	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	27	2800000	75600000	12915	12910	5	0	5	8562	8559	3	4325	4322	3	83	82	1	11069	11	10	38286.9	FALSE	S. aureus #2	#fabebe	pink
