Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MaxSNPDist	NumBiallelicOverlappingGene	Percent	SNPDist_95p_of_max	Within_5p_MaxSNPDist	Plot_name	hex_color	color
Cd_3	C. difficile	27	4300000	116100000	106554	105140	1395	19	1414	75717	74551	1166	32361	31879	482	277	269	8	79854	10585	25	76079.8	TRUE	C. difficle #3	#42d4f4	cyan
Cd_3	C. difficile	54	4300000	232200000	126502	123883	2578	41	2619	88748	86594	2154	39412	38536	876	364	351	13	77244	11044	50	76079.8	TRUE	C. difficle #3	#42d4f4	cyan
Cd_3	C. difficile	54	4300000	232200000	136811	133644	3121	46	3167	94648	92055	2593	43817	42739	1078	462	448	14	80084	11330	50	76079.8	TRUE	C. difficle #3	#42d4f4	cyan
Cd_3	C. difficile	54	4300000	232200000	136899	133723	3130	46	3176	94682	92073	2609	43884	42797	1087	465	450	15	79734	11350	50	76079.8	TRUE	C. difficle #3	#42d4f4	cyan
Cd_3	C. difficile	54	4300000	232200000	128897	126179	2679	39	2718	88586	86371	2215	41868	40923	945	451	436	15	79717	11086	50	76079.8	TRUE	C. difficle #3	#42d4f4	cyan
Cd_3	C. difficile	54	4300000	232200000	137307	134159	3102	46	3148	94952	92369	2583	44020	42953	1067	464	451	13	80001	11315	50	76079.8	TRUE	C. difficle #3	#42d4f4	cyan
Cd_3	C. difficile	54	4300000	232200000	132783	129948	2793	42	2835	92291	89973	2318	42140	41171	969	401	386	15	79918	11262	50	76079.8	TRUE	C. difficle #3	#42d4f4	cyan
Cd_3	C. difficile	54	4300000	232200000	123192	120745	2420	27	2447	85527	83518	2009	39173	38338	835	412	397	15	80084	10995	50	76079.8	TRUE	C. difficle #3	#42d4f4	cyan
Cd_3	C. difficile	54	4300000	232200000	114150	112372	1754	24	1778	79904	78447	1457	35719	35110	609	342	334	8	80001	10928	50	76079.8	TRUE	C. difficle #3	#42d4f4	cyan
Cd_3	C. difficile	54	4300000	232200000	130962	128141	2779	42	2821	91266	88958	2308	41332	40375	957	392	375	17	77096	11101	50	76079.8	TRUE	C. difficle #3	#42d4f4	cyan
Cd_3	C. difficile	54	4300000	232200000	116927	115055	1846	26	1872	81510	79975	1535	36963	36320	643	353	342	11	79854	10931	50	76079.8	TRUE	C. difficle #3	#42d4f4	cyan
Cd_3	C. difficile	80	4300000	344000000	143036	139573	3409	54	3463	97934	95108	2826	46728	45530	1198	515	496	19	80001	11497	75	76079.8	TRUE	C. difficle #3	#42d4f4	cyan
Cd_3	C. difficile	80	4300000	344000000	139645	136338	3256	51	3307	96169	93463	2706	45084	43956	1128	491	476	15	80084	11364	75	76079.8	TRUE	C. difficle #3	#42d4f4	cyan
Cd_3	C. difficile	80	4300000	344000000	139073	135794	3228	51	3279	95770	93089	2681	44932	43805	1127	488	472	16	79939	11419	75	76079.8	TRUE	C. difficle #3	#42d4f4	cyan
Cd_3	C. difficile	80	4300000	344000000	143681	140169	3456	56	3512	98282	95415	2867	47030	45812	1218	518	498	20	79939	11442	75	76079.8	TRUE	C. difficle #3	#42d4f4	cyan
Cd_3	C. difficile	80	4300000	344000000	141183	137810	3321	52	3373	96958	94205	2753	45857	44698	1159	501	481	20	80084	11394	75	76079.8	TRUE	C. difficle #3	#42d4f4	cyan
Cd_3	C. difficile	80	4300000	344000000	141656	138270	3336	50	3386	97190	94430	2760	46074	44902	1172	510	493	17	80084	11477	75	76079.8	TRUE	C. difficle #3	#42d4f4	cyan
Cd_3	C. difficile	80	4300000	344000000	143143	139675	3414	54	3468	97985	95157	2828	46759	45563	1196	512	493	19	80084	11457	75	76079.8	TRUE	C. difficle #3	#42d4f4	cyan
Cd_4	C. difficile	2	4300000	8600000	1892	1892	0	0	0	1217	1217	0	702	702	0	9	9	0	1892	215	1	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	2	4300000	8600000	2145	2145	0	0	0	1359	1359	0	806	806	0	9	9	0	2145	273	1	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	2	4300000	8600000	2507	2507	0	0	0	1529	1529	0	1002	1002	0	15	15	0	2507	248	1	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	2	4300000	8600000	3950	3950	0	0	0	2534	2534	0	1456	1456	0	13	13	0	3950	372	1	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	2	4300000	8600000	7361	7361	0	0	0	4872	4872	0	2547	2547	0	31	31	0	7361	745	1	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	2	4300000	8600000	2935	2935	0	0	0	1926	1926	0	1040	1040	0	23	23	0	2935	311	1	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	2	4300000	8600000	3336	3336	0	0	0	2005	2005	0	1361	1361	0	21	21	0	3336	329	1	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	2	4300000	8600000	1815	1815	0	0	0	1236	1236	0	601	601	0	8	8	0	1815	199	1	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	2	4300000	8600000	3664	3664	0	0	0	2318	2318	0	1397	1397	0	25	25	0	3664	364	1	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	2	4300000	8600000	66887	66887	0	0	0	48815	48815	0	18824	18824	0	158	158	0	66887	6198	1	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	6	4300000	25800000	3001	2998	3	0	3	1886	1883	3	1150	1149	1	14	14	0	2579	316	2.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	6	4300000	25800000	6325	6312	13	0	13	4077	4066	11	2330	2325	5	23	23	0	3521	661	2.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	6	4300000	25800000	7801	7778	23	0	23	4761	4740	21	3111	3103	8	46	46	0	3827	809	2.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	6	4300000	25800000	6423	6410	13	0	13	4137	4126	11	2355	2350	5	21	21	0	3950	601	2.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	6	4300000	25800000	10546	10525	21	0	21	6874	6857	17	3753	3748	5	45	45	0	7361	1090	2.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	6	4300000	25800000	6219	6205	14	0	14	3962	3950	12	2347	2342	5	34	34	0	3676	633	2.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	6	4300000	25800000	5984	5964	20	0	20	3632	3615	17	2409	2403	6	35	34	1	3336	617	2.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	6	4300000	25800000	24548	24501	47	0	47	16442	16403	39	8304	8290	14	119	119	0	21064	2547	2.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	6	4300000	25800000	8179	8160	19	0	19	5208	5189	19	3073	3069	4	48	47	1	3764	806	2.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	6	4300000	25800000	69177	69075	102	0	102	50175	50095	80	19758	19718	40	169	169	0	66887	6301	2.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	12	4300000	51600000	10490	10458	32	0	32	6520	6492	28	4077	4068	9	47	46	1	4513	1009	5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	12	4300000	51600000	73509	73254	254	1	255	52760	52544	216	21533	21441	92	192	192	0	67498	6468	5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	12	4300000	51600000	15169	15106	63	0	63	9566	9514	52	5712	5687	25	78	77	1	7512	1521	5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	12	4300000	51600000	12257	12215	42	0	42	7473	7437	36	4881	4864	17	65	64	1	4633	1160	5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	12	4300000	51600000	75402	75057	344	1	345	54031	53750	281	22138	22029	109	204	204	0	67784	6512	5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	12	4300000	51600000	10962	10920	42	0	42	7005	6969	36	4073	4061	12	57	55	2	4687	1120	5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	12	4300000	51600000	9842	9803	39	0	39	6236	6202	34	3699	3690	9	53	51	2	4702	965	5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	12	4300000	51600000	27359	27285	74	0	74	18001	17938	63	9553	9530	23	137	137	0	21064	2858	5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	12	4300000	51600000	12237	12191	46	0	46	7570	7531	39	4798	4782	16	69	68	1	3834	1126	5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	12	4300000	51600000	73851	73575	276	0	276	52857	52631	226	21789	21692	97	197	195	2	67063	6466	5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	19	4300000	81700000	81595	81037	556	2	558	57279	56814	465	25118	24923	195	243	241	2	67236	6693	7.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	19	4300000	81700000	75972	75642	329	1	330	54087	53811	276	22677	22557	120	210	209	1	67498	6571	7.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	19	4300000	81700000	19073	18988	85	0	85	12017	11948	69	7196	7163	33	106	105	1	7947	1859	7.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	19	4300000	81700000	16401	16331	70	0	70	9855	9798	57	6661	6632	29	90	89	1	5278	1491	7.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	19	4300000	81700000	77894	77485	408	1	409	55341	55005	336	23316	23185	131	232	230	2	67784	6656	7.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	19	4300000	81700000	75995	75637	356	2	358	54162	53871	291	22629	22499	130	216	214	2	66946	6560	7.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	19	4300000	81700000	13063	13008	55	0	55	8308	8262	46	4896	4878	18	67	65	2	5637	1290	7.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	19	4300000	81700000	31480	31347	133	0	133	20497	20392	105	11196	11146	50	156	156	0	21064	3247	7.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	19	4300000	81700000	15530	15460	70	0	70	9402	9340	62	6268	6245	23	95	93	2	4538	1447	7.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	19	4300000	81700000	75098	74784	314	0	314	53535	53279	256	22362	22253	109	205	203	2	67063	6512	7.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	25	4300000	107500000	82871	82271	598	2	600	57984	57493	491	25685	25462	223	257	255	2	67307	6784	10	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	25	4300000	107500000	79298	78869	428	1	429	55899	55543	356	24196	24045	151	234	232	2	67498	6699	10	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	25	4300000	107500000	95220	94011	1201	8	1209	66900	65910	990	29182	28780	402	303	300	3	71815	7097	10	69171.4	TRUE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	25	4300000	107500000	80404	79924	478	2	480	56390	55996	394	24795	24614	181	242	241	1	67111	6684	10	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	25	4300000	107500000	80671	80182	488	1	489	56849	56448	401	24585	24424	161	245	242	3	67784	6784	10	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	25	4300000	107500000	80670	80162	505	3	508	56795	56387	408	24663	24480	183	254	252	2	66953	6730	10	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	25	4300000	107500000	16825	16743	82	0	82	10460	10393	67	6480	6448	32	99	95	4	5687	1661	10	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	25	4300000	107500000	32761	32599	162	0	162	21195	21066	129	11782	11722	60	169	169	0	21064	3320	10	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	25	4300000	107500000	18513	18420	92	1	93	11307	11229	78	7389	7357	32	108	106	2	5674	1703	10	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	25	4300000	107500000	81316	80772	542	2	544	57113	56669	444	25028	24828	200	243	240	3	67104	6717	10	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	31	4300000	133300000	84557	83897	658	2	660	58878	58343	535	26472	26222	250	270	267	3	67307	6864	12.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	31	4300000	133300000	79443	79009	433	1	434	55983	55622	361	24258	24106	152	234	232	2	67498	6700	12.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	31	4300000	133300000	95687	94460	1219	8	1227	67129	66125	1004	29417	29008	409	307	304	3	72037	7099	12.5	69171.4	TRUE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	31	4300000	133300000	81651	81130	519	2	521	57074	56642	432	25356	25161	195	252	251	1	67111	6744	12.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	31	4300000	133300000	81901	81366	533	2	535	57476	57038	438	25192	25012	180	252	248	4	67784	6824	12.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	31	4300000	133300000	83705	83095	607	3	610	58385	57892	493	26096	25884	212	270	268	2	66953	6837	12.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	31	4300000	133300000	80414	79911	500	3	503	56636	56222	414	24558	24377	181	253	249	4	67137	6791	12.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	31	4300000	133300000	36297	36082	215	0	215	23148	22976	172	13379	13297	82	193	191	2	21064	3543	12.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	31	4300000	133300000	19839	19740	98	1	99	12011	11928	83	8001	7968	33	122	120	2	5674	1810	12.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	31	4300000	133300000	82344	81781	561	2	563	57604	57143	461	25548	25340	208	253	250	3	67104	6906	12.5	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	62	4300000	266600000	105804	104172	1620	12	1632	72364	71053	1311	34257	33657	600	379	370	9	71959	7367	25	69171.4	TRUE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	62	4300000	266600000	100278	98913	1355	10	1365	69501	68390	1111	31646	31174	472	346	340	6	72542	7235	25	69171.4	TRUE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	62	4300000	266600000	102148	100693	1446	9	1455	70432	69249	1183	32554	32054	500	363	355	8	72037	7404	25	69171.4	TRUE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	62	4300000	266600000	85369	84736	630	3	633	58992	58467	525	27167	26937	230	294	291	3	67111	6909	25	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	62	4300000	266600000	88511	87716	789	6	795	61080	60422	658	28209	27927	282	302	297	5	67784	7095	25	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	62	4300000	266600000	101382	99951	1419	12	1431	70020	68860	1160	32142	31644	498	350	343	7	71518	7241	25	69171.4	TRUE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	62	4300000	266600000	86906	86199	702	5	707	59963	59387	576	27696	27433	263	317	311	6	67551	7044	25	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	62	4300000	266600000	43007	42680	325	2	327	26814	26557	257	16408	16281	127	252	248	4	21064	3956	25	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	62	4300000	266600000	86510	85839	667	4	671	59666	59126	540	27631	27378	253	305	300	5	67020	6972	25	69171.4	FALSE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	62	4300000	266600000	102826	101334	1481	11	1492	70662	69453	1209	33009	32473	536	347	343	4	71819	7314	25	69171.4	TRUE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	124	4300000	533200000	115125	113047	2057	21	2078	77327	75661	1666	38517	37755	762	482	471	11	72174	7684	50	69171.4	TRUE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	124	4300000	533200000	109055	107306	1736	13	1749	73852	72443	1409	36015	35370	645	423	415	8	72620	7384	50	69171.4	TRUE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	124	4300000	533200000	108250	106572	1664	14	1678	73407	72061	1346	35645	35041	604	421	412	9	72037	7550	50	69171.4	TRUE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	124	4300000	533200000	107431	105783	1636	12	1648	72883	71556	1327	35379	34778	601	406	397	9	72542	7336	50	69171.4	TRUE	C. difficle #4	#4363d8	blue
Cd_4	C. difficile	185	4300000	795500000	120527	118236	2269	22	2291	79953	78125	1828	41268	40407	861	553	540	13	72812	7790	75	69171.4	TRUE	C. difficle #4	#4363d8	blue
Kp_1	K. pneumoniae	5	5400000	27000000	26042	26041	1	0	1	21068	21067	1	4936	4936	0	40	40	0	25945	524	1	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	5	5400000	27000000	27112	27112	0	0	0	22045	22045	0	5034	5034	0	36	36	0	27059	535	1	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	5	5400000	27000000	62	62	0	0	0	11	11	0	48	48	0	3	3	0	40	1	1	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	5	5400000	27000000	85	85	0	0	0	30	30	0	52	52	0	3	3	0	46	2	1	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	5	5400000	27000000	25536	25536	0	0	0	20619	20619	0	4885	4885	0	28	28	0	25495	471	1	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	5	5400000	27000000	71	71	0	0	0	17	17	0	54	54	0	1	1	0	45	1	1	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	5	5400000	27000000	125	125	0	0	0	35	35	0	80	80	0	10	10	0	67	3	1	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	5	5400000	27000000	131	131	0	0	0	36	36	0	86	86	0	6	6	0	82	0	1	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	5	5400000	27000000	138	138	0	0	0	46	46	0	88	88	0	5	5	0	112	2	1	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	5	5400000	27000000	99	99	0	0	0	31	31	0	62	62	0	6	6	0	65	0	1	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	11	5400000	59400000	26112	26111	1	0	1	21084	21083	1	4984	4984	0	47	47	0	25945	526	2.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	11	5400000	59400000	39166	39028	138	0	138	31760	31631	129	7352	7337	15	54	54	0	27095	575	2.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	11	5400000	59400000	24982	24982	0	0	0	20000	20000	0	4939	4939	0	39	39	0	24896	480	2.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	11	5400000	59400000	25668	25665	3	0	3	20592	20589	3	5046	5045	1	38	38	0	25533	479	2.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	11	5400000	59400000	39651	39530	121	0	121	32046	31938	108	7554	7527	27	48	48	0	26871	577	2.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	11	5400000	59400000	167	167	0	0	0	50	50	0	112	112	0	5	5	0	61	3	2.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	11	5400000	59400000	25135	25133	2	0	2	20056	20054	2	5025	5025	0	50	50	0	24945	480	2.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	11	5400000	59400000	215	215	0	0	0	58	58	0	143	143	0	11	11	0	91	3	2.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	11	5400000	59400000	39113	38988	125	0	125	31461	31351	110	7592	7568	24	60	59	1	25954	570	2.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	11	5400000	59400000	241	241	0	0	0	68	68	0	162	162	0	13	13	0	98	2	2.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	23	5400000	124200000	26310	26309	1	0	1	21147	21146	1	5108	5108	0	58	58	0	25945	530	5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	23	5400000	124200000	39593	39440	153	0	153	32040	31897	143	7487	7470	17	66	66	0	27100	566	5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	23	5400000	124200000	38299	38174	125	0	125	30592	30482	110	7634	7609	25	73	72	1	25694	543	5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	23	5400000	124200000	39872	39729	141	2	143	31991	31863	128	7807	7782	25	72	71	1	26274	575	5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	23	5400000	124200000	48359	48124	235	0	235	38887	38676	211	9394	9352	42	67	67	0	26872	558	5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	23	5400000	124200000	25889	25887	2	0	2	20663	20661	2	5186	5186	0	48	47	1	25529	482	5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	23	5400000	124200000	38633	38528	105	0	105	30873	30783	90	7673	7653	20	72	72	0	25551	562	5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	23	5400000	124200000	322	322	0	0	0	84	84	0	215	215	0	20	20	0	91	7	5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	23	5400000	124200000	39281	39155	126	0	126	31511	31401	110	7699	7674	25	73	72	1	25954	572	5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	23	5400000	124200000	438	438	0	0	0	121	121	0	291	291	0	30	30	0	119	8	5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	34	5400000	183600000	26418	26417	1	0	1	21184	21183	1	5172	5172	0	65	65	0	25945	532	7.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	34	5400000	183600000	39864	39711	153	0	153	32111	31968	143	7671	7654	17	83	83	0	27130	569	7.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	34	5400000	183600000	38495	38369	126	0	126	30652	30541	111	7755	7730	25	87	86	1	25694	545	7.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	34	5400000	183600000	40058	39914	142	2	144	32030	31902	128	7938	7912	26	87	86	1	26292	575	7.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	34	5400000	183600000	63675	63212	458	5	463	50658	50242	416	12884	12804	80	109	107	2	26872	449	7.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	34	5400000	183600000	26095	26093	2	0	2	20722	20720	2	5324	5324	0	57	56	1	25632	484	7.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	34	5400000	183600000	38871	38763	108	0	108	30954	30862	92	7816	7795	21	88	88	0	25551	564	7.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	34	5400000	183600000	25267	25266	1	0	1	20078	20077	1	5126	5126	0	56	56	0	24898	483	7.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	34	5400000	183600000	39438	39312	126	0	126	31558	31448	110	7802	7777	25	80	79	1	25954	575	7.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	34	5400000	183600000	26088	26085	3	0	3	20835	20833	2	5184	5182	2	66	66	0	25570	479	7.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	45	5400000	243000000	26722	26720	2	0	2	21272	21270	2	5374	5373	1	79	79	0	26020	536	10	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	45	5400000	243000000	40300	40142	156	2	158	32364	32217	147	7840	7822	18	97	97	0	27130	572	10	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	45	5400000	243000000	49101	48836	262	3	265	39044	38808	236	9929	9882	47	114	113	1	26252	533	10	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	45	5400000	243000000	40221	40076	143	2	145	32082	31953	129	8039	8013	26	97	96	1	26292	575	10	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	45	5400000	243000000	63849	63386	458	5	463	50716	50300	416	12986	12906	80	122	120	2	26882	450	10	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	45	5400000	243000000	26300	26297	3	0	3	20777	20774	3	5457	5457	0	76	75	1	25632	487	10	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	45	5400000	243000000	49602	49353	248	1	249	39443	39223	220	10016	9972	44	119	119	0	26152	571	10	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	45	5400000	243000000	25810	25800	10	0	10	20453	20443	10	5285	5284	1	66	66	0	24936	496	10	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	45	5400000	243000000	39959	39826	132	1	133	31891	31775	116	7985	7959	26	85	84	1	26204	578	10	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	45	5400000	243000000	26235	26232	3	0	3	20883	20881	2	5275	5273	2	72	72	0	25570	481	10	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	57	5400000	307800000	49572	49322	249	1	250	39517	39295	222	9923	9881	42	126	126	0	27200	569	12.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	57	5400000	307800000	40504	40344	158	2	160	32429	32280	149	7971	7953	18	106	106	0	27131	573	12.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	57	5400000	307800000	49270	49003	264	3	267	39088	38851	237	10041	9993	48	127	126	1	26283	532	12.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	57	5400000	307800000	40420	40274	144	2	146	32153	32024	129	8159	8132	27	105	104	1	26292	577	12.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	57	5400000	307800000	64043	63577	461	5	466	50777	50360	417	13110	13028	82	130	128	2	26882	447	12.5	NA	NA	K. pneumoniae #1	#911eb4	purple
Kp_1	K. pneumoniae	57	5400000	307800000	26448	26443	5	0	5	20842	20838	4	5530	5528	2	86	85	1	25662	488	12.5	NA	NA	K. pneumoniae #1	#911eb4	purple
